Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Pizzo, N., Melville, W.K., Deike, L.","55884862500;7005915819;53979713400;","Lagrangian transport by nonbreaking and breaking deep-water waves at the ocean surface",2019,"Journal of Physical Oceanography","49","4",,"983","992",,20,"10.1175/JPO-D-18-0227.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064935601&doi=10.1175%2fJPO-D-18-0227.1&partnerID=40&md5=d82d1a8af91f9f6e7857ef0e55dd3e05",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85064935601
"Turkoz, E., Perazzo, A., Deike, L., Stone, H.A., Arnold, C.B.","57193860293;55770914700;53979713400;7202564376;7203014096;","Deposition-on-contact regime and the effect of donor-acceptor distance during laser-induced forward transfer of viscoelastic liquids",2019,"Optical Materials Express","9","7",,"2738","2747",,5,"10.1364/OME.9.002738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070497973&doi=10.1364%2fOME.9.002738&partnerID=40&md5=1b47108bb922728fe42e8377504592a1",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85070497973
"Deike, L., Melville, W.K.","53979713400;7005915819;","Gas Transfer by Breaking Waves",2018,"Geophysical Research Letters","45","19",,"10,482","10,492",,48,"10.1029/2018GL078758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054290912&doi=10.1029%2f2018GL078758&partnerID=40&md5=30f938cdd2c3dd56a016ecd04ae59e62",Article,"Final","",Scopus,2-s2.0-85054290912
"Lai, C.-Y., Eggers, J., Deike, L.","35205680400;56188064500;53979713400;","Bubble Bursting: Universal Cavity and Jet Profiles",2018,"Physical Review Letters","121","14","144501","","",,53,"10.1103/PhysRevLett.121.144501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054477465&doi=10.1103%2fPhysRevLett.121.144501&partnerID=40&md5=25a046326588bbb62d5a7a1712c1c7ba",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85054477465
"Niewiarowski, A., Adriaenssens, S., Pauletti, R.M., Addi, K., Deike, L.","57202647716;25521292500;6508139874;56600500500;53979713400;","Modeling underwater cable structures subject to breaking waves",2018,"Ocean Engineering","164",,,"199","211",,3,"10.1016/j.oceaneng.2018.06.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048953081&doi=10.1016%2fj.oceaneng.2018.06.013&partnerID=40&md5=4cb717b473f7908514eeacefe51ae0ba",Article,"Final","",Scopus,2-s2.0-85048953081
"Berhanu, M., Falcon, E., Deike, L.","24483260100;57206448826;53979713400;","Turbulence of capillary waves forced by steep gravity waves",2018,"Journal of Fluid Mechanics","850",,,"803","843",,11,"10.1017/jfm.2018.467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049872880&doi=10.1017%2fjfm.2018.467&partnerID=40&md5=9f1c0934fbd379b19d26385f7a4e3d5c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85049872880
"Turkoz, E., Kang, S., Deike, L., Arnold, C.B.","57193860293;55603309200;53979713400;7203014096;","Subthreshold laser jetting via flow-focusing in laser-induced forward transfer",2018,"Physical Review Fluids","3","8","082201","","",,9,"10.1103/PhysRevFluids.3.082201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052919945&doi=10.1103%2fPhysRevFluids.3.082201&partnerID=40&md5=5ea078e1dade82b8fcc4fd7eab951d6d",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85052919945
"Deike, L., Ghabache, E., Liger-Belair, G., Das, A.K., Zaleski, S., Popinet, S., Séon, T.","53979713400;57224372658;6603432104;47161010300;35576694800;6603177647;8606102900;","Dynamics of jets produced by bursting bubbles",2018,"Physical Review Fluids","3","1","013603","","",,81,"10.1103/PhysRevFluids.3.013603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041510687&doi=10.1103%2fPhysRevFluids.3.013603&partnerID=40&md5=4d99018d2da226425635ad385d6f9469",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85041510687
"Deike, L., Pizzo, N., Melville, W.K.","53979713400;55884862500;7005915819;","Lagrangian transport by breaking surface waves",2017,"Journal of Fluid Mechanics","829",,,"364","391",,42,"10.1017/jfm.2017.548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020862125&doi=10.1017%2fjfm.2017.548&partnerID=40&md5=193937c6ad23e8f3049c0f9e47ca5d6f",Article,"Final","",Scopus,2-s2.0-85020862125
"Turkoz, E., Deike, L., Arnold, C.B.","57193860293;53979713400;7203014096;","Comparison of jets from Newtonian and non-Newtonian fluids induced by blister-actuated laser-induced forward transfer (BA-LIFT)",2017,"Applied Physics A: Materials Science and Processing","123","10","652","","",,10,"10.1007/s00339-017-1252-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029722764&doi=10.1007%2fs00339-017-1252-3&partnerID=40&md5=28de84dc3c40652e4b95cd9cab79ee90",Article,"Final","",Scopus,2-s2.0-85029722764
"Deike, L., Berhanu, M., Falcon, E.","53979713400;24483260100;57206448826;","Experimental observation of hydroelastic three-wave interactions",2017,"Physical Review Fluids","2","6","064803","","",,14,"10.1103/PhysRevFluids.2.064803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035091573&doi=10.1103%2fPhysRevFluids.2.064803&partnerID=40&md5=85d800f2441e8833c6b7425f011ad0f6",Article,"Final","",Scopus,2-s2.0-85035091573
"Deike, L., Lenain, L., Melville, W.K.","53979713400;24376732100;7005915819;","Air entrainment by breaking waves",2017,"Geophysical Research Letters","44","8",,"3779","3787",,34,"10.1002/2017GL072883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018931715&doi=10.1002%2f2017GL072883&partnerID=40&md5=c5aeade13208e9dcf0177299f258b509",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85018931715
"Pizzo, N.E., Deike, L., Melville, W.K.","55884862500;53979713400;7005915819;","Current generation by deep-water breaking waves",2016,"Journal of Fluid Mechanics","803",,,"275","291",,25,"10.1017/jfm.2016.469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983391656&doi=10.1017%2fjfm.2016.469&partnerID=40&md5=4eead6341238a98d73876ddbd904d124",Article,"Final","",Scopus,2-s2.0-84983391656
"Deike, L., Melville, W.K., Popinet, S.","53979713400;7005915819;6603177647;","Air entrainment and bubble statistics in breaking waves",2016,"Journal of Fluid Mechanics","801",,,"91","129",,136,"10.1017/jfm.2016.372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979536626&doi=10.1017%2fjfm.2016.372&partnerID=40&md5=798fee03d2ba4cdfbd32551c286f7870",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84979536626
"Haudin, F., Cazaubiel, A., Deike, L., Jamin, T., Falcon, E., Berhanu, M.","25822213500;57202685650;53979713400;56439840800;57206448826;24483260100;","Experimental study of three-wave interactions among capillary-gravity surface waves",2016,"Physical Review E","93","4","043110","","",,25,"10.1103/PhysRevE.93.043110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963533987&doi=10.1103%2fPhysRevE.93.043110&partnerID=40&md5=7f2713ee0b6e8e4ac907c016d4c0b35a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84963533987
"Deike, L., Miquel, B., Gutiérrez, P., Jamin, T., Semin, B., Berhanu, M., Falcon, E., Bonnefoy, F.","53979713400;26650000600;55423090800;56439840800;35192174800;24483260100;57206448826;6508239602;","Role of the basin boundary conditions in gravity wave turbulence",2015,"Journal of Fluid Mechanics","781",,,"196","225",,33,"10.1017/jfm.2015.494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959017377&doi=10.1017%2fjfm.2015.494&partnerID=40&md5=a9203514042a31a9387f98ee2e5937ca",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84959017377
"Perrard, S., Deike, L., Duchêne, C., Pham, C.-T.","55266408200;53979713400;56767898700;24067546800;","Capillary solitons on a levitated medium",2015,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics","92","1","011002","","",,11,"10.1103/PhysRevE.92.011002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938814175&doi=10.1103%2fPhysRevE.92.011002&partnerID=40&md5=c36824ff06839cb3fd27c2096e24e110",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84938814175
"Deike, L., Popinet, S., Melville, W..K.","53979713400;6603177647;7005915819;","Capillary effects on wave breaking",2015,"Journal of Fluid Mechanics","769",,,"541","569",,83,"10.1017/jfm.2015.103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944069347&doi=10.1017%2fjfm.2015.103&partnerID=40&md5=3cef8d7858850d4495db9b0baf0feb56",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84944069347
"Deike, L., Fuster, D., Berhanu, M., Falcon, E.","53979713400;35573426400;24483260100;57206448826;","Direct numerical simulations of capillary wave turbulence",2014,"Physical Review Letters","112","23","234501","","",,41,"10.1103/PhysRevLett.112.234501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902252300&doi=10.1103%2fPhysRevLett.112.234501&partnerID=40&md5=ed1dc6ab0837aaf5961633cf8176794a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84902252300
"Deike, L., Berhanu, M., Falcon, E.","53979713400;24483260100;57206448826;","Energy flux measurement from the dissipated energy in capillary wave turbulence",2014,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics","89","2","023003","","",,38,"10.1103/PhysRevE.89.023003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896906020&doi=10.1103%2fPhysRevE.89.023003&partnerID=40&md5=79c44241570c1abc1003067d41b5cd28",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84896906020
